                10ten.txt         1one.txt          2two.txt          3three.txt        4four.txt         5five.txt         6six.txt          7seven.txt        8eight.txt        9nine.txt         
gettysburg	|  0.000000000000   0.000000000000   0.000000000000   0.250683157657   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
given   	|  0.000000000000   0.000000000000   0.000000000000   0.106551793208   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.151520883418   
god     	|  0.000000000000   0.000000000000   0.000000000000   0.125341578829   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
got     	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.153665537573   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
govern  	|  0.000000000000   0.000000000000   0.139288394510   0.106551793208   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
great   	|  0.000000000000   0.000000000000   0.000000000000   0.082879462919   0.203216160866   0.000000000000   0.071119434859   0.000000000000   0.077697018442   0.000000000000   
habit   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.117503982517   0.000000000000   
hand    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.125862516171   0.000000000000   0.000000000000   
harri   	|  0.191107058140   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
hazard  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
highli  	|  0.000000000000   0.000000000000   0.000000000000   0.125341578829   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
historian	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.125862516171   0.000000000000   0.000000000000   
hitherto	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.125862516171   0.000000000000   0.000000000000   
honor   	|  0.000000000000   0.000000000000   0.000000000000   0.125341578829   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
honour  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.107556467389   0.000000000000   0.000000000000   0.000000000000   
hope    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.107556467389   0.000000000000   0.000000000000   0.000000000000   
hous    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.153665537573   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
howev   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.107556467389   0.000000000000   0.000000000000   0.000000000000   
human   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
i.      	|  0.191107058140   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
ideal   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.129154899699   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
ident   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.107556467389   0.000000000000   0.000000000000   0.000000000000   
ii      	|  0.095553529070   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
import  	|  0.095553529070   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
impress 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.178240705119   
inaugur 	|  0.000000000000   0.000000000000   0.139288394510   0.000000000000   0.130629745817   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
includ  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
increas 	|  0.000000000000   0.000000000000   0.000000000000   0.125341578829   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
inde    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.107556467389   0.000000000000   0.000000000000   0.000000000000   
indic   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.153665537573   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
influenc	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.107556467389   0.000000000000   0.000000000000   0.000000000000   
innoc   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.117503982517   0.000000000000   
inquir  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
introduct	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.096056307324   0.000000000000   0.093607664611   0.000000000000   0.066281434109   
investig	|  0.095553529070   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
izaak   	|  0.382214116280   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
izaak'  	|  0.095553529070   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
jame    	|  0.095553529070   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
jarvi   	|  0.095553529070   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
judgment	|  0.000000000000   0.285818295861   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
justifi 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
kind    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
know    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.129154899699   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
knowledg	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.107556467389   0.000000000000   0.000000000000   0.000000000000   
known   	|  0.063182746247   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.071119434859   0.249671765094   0.000000000000   0.058928944603   
labour  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.107556467389   0.000000000000   0.000000000000   0.000000000000   
land    	|  0.000000000000   0.142909147931   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
lang    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
latin   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.251725032343   0.000000000000   0.000000000000   
left    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.215112934778   0.000000000000   0.000000000000   0.000000000000   
lesli   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.125862516171   0.000000000000   0.000000000000   
let     	|  0.000000000000   0.142909147931   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
letter  	|  0.000000000000   0.142909147931   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
life    	|  0.142131954353   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.096056307324   0.000000000000   0.000000000000   0.000000000000   0.132562868219   
like    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.099889120301   0.075760441709   
lincoln 	|  0.000000000000   0.084862431295   0.097298192084   0.074430442528   0.091249799706   0.076694871958   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
literaria_	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.117503982517   0.000000000000   
littl   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.117503982517   0.000000000000   
live    	|  0.063182746247   0.000000000000   0.000000000000   0.082879462919   0.000000000000   0.000000000000   0.071119434859   0.000000000000   0.000000000000   0.058928944603   
localis 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
long    	|  0.081229229478   0.121485831918   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
longest 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.153665537573   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
lord    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
lost    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.125862516171   0.000000000000   0.000000000000   
love    	|  0.000000000000   0.142909147931   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
man     	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.329380392999   0.000000000000   0.000000000000   0.099889120301   0.000000000000   
mani    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
manuscript	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.125862516171   0.000000000000   0.000000000000   
march   	|  0.000000000000   0.000000000000   0.163851088328   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
marchen 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.107556467389   0.000000000000   0.000000000000   0.000000000000   
mass    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.129154899699   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
matter  	|  0.000000000000   0.000000000000   0.139288394510   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.075760441709   
measur  	|  0.000000000000   0.000000000000   0.000000000000   0.125341578829   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
memoriam	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
mind    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.117503982517   0.000000000000   
mother  	|  0.081229229478   0.121485831918   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
mr      	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
mr.     	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.251725032343   0.000000000000   0.000000000000   
ms.     	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.125862516171   0.000000000000   0.000000000000   
narr    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.125862516171   0.000000000000   0.000000000000   
nation  	|  0.000000000000   0.000000000000   0.000000000000   0.106551793208   0.000000000000   0.219586928666   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
nativ   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.129154899699   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
near    	|  0.000000000000   0.000000000000   0.000000000000   0.125341578829   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
necessari	|  0.000000000000   0.121485831918   0.139288394510   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
neglect 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
new     	|  0.000000000000   0.000000000000   0.000000000000   0.125341578829   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
news    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.107556467389   0.000000000000   0.000000000000   0.000000000000   
newspap 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.130629745817   0.000000000000   0.000000000000   0.000000000000   0.099889120301   0.000000000000   
nicola  	|  0.191107058140   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
night   	|  0.000000000000   0.142909147931   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
nobli   	|  0.000000000000   0.000000000000   0.000000000000   0.125341578829   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
norman  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.125862516171   0.000000000000   0.000000000000   
note    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.125862516171   0.000000000000   0.000000000000   
noth    	|  0.095553529070   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
novemb  	|  0.000000000000   0.000000000000   0.000000000000   0.125341578829   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
oath    	|  0.000000000000   0.000000000000   0.163851088328   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
occas   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.153665537573   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
offic   	|  0.000000000000   0.000000000000   0.163851088328   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
old     	|  0.081229229478   0.000000000000   0.139288394510   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
older   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.125862516171   0.000000000000   0.000000000000   
opium-  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.235007965034   0.000000000000   
origin  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.125862516171   0.000000000000   0.000000000000   
pacif   	|  0.095553529070   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
page    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.117503982517   0.000000000000   
paid    	|  0.000000000000   0.285818295861   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
paradis 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.117503982517   0.000000000000   
particularli	|  0.000000000000   0.142909147931   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
pass    	|  0.081229229478   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.109793464333   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
pay     	|  0.000000000000   0.142909147931   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
pennsylvania	|  0.000000000000   0.000000000000   0.000000000000   0.125341578829   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
peopl   	|  0.000000000000   0.000000000000   0.000000000000   0.223291327585   0.091249799706   0.306779487832   0.000000000000   0.000000000000   0.069776314446   0.052921523259   
period  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.153665537573   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
perish  	|  0.000000000000   0.000000000000   0.000000000000   0.125341578829   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
permiss 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
perpetu 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.117503982517   0.000000000000   
person  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
pitcullo	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.125862516171   0.000000000000   0.000000000000   
plaintiff	|  0.000000000000   0.142909147931   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
pleasur 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
pluscarden	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.125862516171   0.000000000000   0.000000000000   
poem    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.178240705119   
poetic  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.107556467389   0.000000000000   0.000000000000   0.000000000000   
poetri  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
point   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
polit   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.129154899699   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
prais   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.117503982517   0.000000000000   
predecessor	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
prefac  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.125862516171   0.000000000000   0.000000000000   
prepar  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.153665537573   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
prescrib	|  0.000000000000   0.000000000000   0.163851088328   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
presenc 	|  0.000000000000   0.000000000000   0.163851088328   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
present 	|  0.000000000000   0.000000000000   0.139288394510   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.075760441709   
presid  	|  0.000000000000   0.000000000000   0.139288394510   0.000000000000   0.130629745817   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
presidenti	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.153665537573   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
print   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.130629745817   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.075760441709   
probabl 	|  0.095553529070   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
process 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.107556467389   0.000000000000   0.000000000000   0.000000000000   
profess 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
professor	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.182865647274   0.000000000000   0.000000000000   0.075760441709   
prologu 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.251725032343   0.000000000000   0.000000000000   
properti	|  0.000000000000   0.142909147931   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
prove   	|  0.000000000000   0.142909147931   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
pupil   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.107556467389   0.000000000000   0.000000000000   0.000000000000   
purpos  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.117503982517   0.000000000000   
pursuit 	|  0.095553529070   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
question	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.130629745817   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.075760441709   
rais    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
read    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.199778240601   0.151520883418   
reader  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.125862516171   0.000000000000   0.000000000000   
reason  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
receiv  	|  0.000000000000   0.121485831918   0.000000000000   0.000000000000   0.130629745817   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
reconstruct	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.153665537573   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
refer   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.251725032343   0.000000000000   0.000000000000   
regret  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.107556467389   0.000000000000   0.000000000000   0.000000000000   
reign   	|  0.095553529070   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
reject  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
relat   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.117503982517   0.000000000000   
reli    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.129154899699   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
remain  	|  0.000000000000   0.000000000000   0.000000000000   0.106551793208   0.000000000000   0.109793464333   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
remark  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.153665537573   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
rememb  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.117503982517   0.000000000000   
reminisc	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.117503982517   0.000000000000   
report  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.153665537573   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
repres  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.129154899699   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
request 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.153665537573   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
research	|  0.071065977177   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.079992916337   0.000000000000   0.000000000000   0.066281434109   
resolv  	|  0.000000000000   0.000000000000   0.000000000000   0.125341578829   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
rest    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
room    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.117503982517   0.000000000000   
rule    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.178240705119   
said    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.130629745817   0.000000000000   0.091432823637   0.000000000000   0.000000000000   0.000000000000   
sale    	|  0.000000000000   0.142909147931   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
satisfi 	|  0.000000000000   0.142909147931   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
save    	|  0.000000000000   0.142909147931   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
say     	|  0.000000000000   0.106285747308   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.093607664611   0.087391176663   0.000000000000   
scholarship	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.107556467389   0.000000000000   0.000000000000   0.000000000000   
scientif	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.107556467389   0.000000000000   0.000000000000   0.000000000000   
scotland	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.125862516171   0.000000000000   0.000000000000   
scottish	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.107556467389   0.000000000000   0.000000000000   0.000000000000   
second  	|  0.095553529070   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
