                10ten.txt         1one.txt          2two.txt          3three.txt        4four.txt         5five.txt         6six.txt          7seven.txt        8eight.txt        9nine.txt         
alien   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.117503982517   0.000000000000   
alway   	|  0.000000000000   0.142909147931   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
american	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.329380392999   0.091432823637   0.000000000000   0.000000000000   0.000000000000   
andrew  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
anecdot 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.109793464333   0.000000000000   0.000000000000   0.000000000000   0.075760441709   
anxieti 	|  0.000000000000   0.000000000000   0.163851088328   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
anxiou  	|  0.095553529070   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
appar   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.117503982517   0.000000000000   
appeal  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.117503982517   0.000000000000   
appear  	|  0.000000000000   0.000000000000   0.139288394510   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.227281325127   
appreci 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
artifici	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.117503982517   0.000000000000   
assassin	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.153665537573   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
attempt 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.099889120301   0.075760441709   
attitud 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.153665537573   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
august  	|  0.095553529070   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
author  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.106994637543   0.000000000000   0.075760441709   
autobiographi	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.117503982517   0.000000000000   
ballad  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.430225869555   0.000000000000   0.000000000000   0.000000000000   
baptiz  	|  0.095553529070   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
battlefield	|  0.000000000000   0.000000000000   0.000000000000   0.125341578829   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
becom   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.129154899699   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
belief  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.129154899699   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
belov   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.129154899699   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
best    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.129154899699   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
better  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
biographi	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.099889120301   0.227281325127   
birth   	|  0.000000000000   0.000000000000   0.000000000000   0.125341578829   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
book    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.106994637543   0.199778240601   0.000000000000   
bookish 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.235007965034   0.000000000000   
born    	|  0.095553529070   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
bradley 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.178240705119   
brief   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
briefli 	|  0.000000000000   0.000000000000   0.163851088328   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
came    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.091432823637   0.000000000000   0.000000000000   0.075760441709   
care    	|  0.081229229478   0.000000000000   0.000000000000   0.000000000000   0.130629745817   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
career  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.129154899699   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
case    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.099889120301   0.075760441709   
caus    	|  0.000000000000   0.000000000000   0.000000000000   0.125341578829   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
certain 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.107556467389   0.000000000000   0.000000000000   0.000000000000   
chang   	|  0.095553529070   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
charact 	|  0.095553529070   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
charl   	|  0.191107058140   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
cheer   	|  0.000000000000   0.142909147931   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
chief   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.129154899699   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
child   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.107556467389   0.000000000000   0.000000000000   0.000000000000   
child'  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.107556467389   0.000000000000   0.000000000000   0.000000000000   
chronicl	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.251725032343   0.000000000000   0.000000000000   
cite    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
citizen 	|  0.000000000000   0.000000000000   0.163851088328   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
coleridg	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.117503982517   0.000000000000   
collect 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.215112934778   0.000000000000   0.000000000000   0.000000000000   
comment 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.178240705119   
commentari	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
common  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.117503982517   0.000000000000   
commonwealth	|  0.095553529070   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
complet 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.107556467389   0.000000000000   0.000000000000   0.000000000000   
complianc	|  0.000000000000   0.000000000000   0.163851088328   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
conclus 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.107556467389   0.000000000000   0.000000000000   0.000000000000   
confess 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.117503982517   0.000000000000   
connect 	|  0.000000000000   0.142909147931   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
consid  	|  0.000000000000   0.000000000000   0.163851088328   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
consol  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.117503982517   0.000000000000   
constitut	|  0.000000000000   0.000000000000   0.163851088328   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
consult 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
contain 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.125862516171   0.000000000000   0.000000000000   
contrast	|  0.095553529070   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
convers 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.129154899699   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
copi    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.251725032343   0.000000000000   0.000000000000   
critic  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
crowd   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.153665537573   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
curiou  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.106994637543   0.000000000000   0.075760441709   
current 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
custom  	|  0.000000000000   0.000000000000   0.163851088328   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
day     	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.307331075146   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
dead    	|  0.000000000000   0.000000000000   0.000000000000   0.250683157657   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
deal    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.117503982517   0.000000000000   
dear    	|  0.000000000000   0.142909147931   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
death   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.107556467389   0.000000000000   0.000000000000   0.000000000000   
dec.    	|  0.000000000000   0.142909147931   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
decemb  	|  0.095553529070   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
dedic   	|  0.000000000000   0.000000000000   0.000000000000   0.250683157657   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
deliv   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.153665537573   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
denounc 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.117503982517   0.000000000000   
descend 	|  0.095553529070   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
desir   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.109793464333   0.000000000000   0.000000000000   0.000000000000   0.075760441709   
devot   	|  0.000000000000   0.000000000000   0.000000000000   0.250683157657   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
die     	|  0.243687688434   0.000000000000   0.000000000000   0.106551793208   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
differ  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
difficult	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.153665537573   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
difficulti	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
diffus  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.107556467389   0.000000000000   0.000000000000   0.000000000000   
direct  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.107556467389   0.000000000000   0.000000000000   0.000000000000   
discuss 	|  0.000000000000   0.000000000000   0.163851088328   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
dislik  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
disquisit	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.117503982517   0.000000000000   
dissent 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
distinguish	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.091432823637   0.000000000000   0.000000000000   0.075760441709   
distract	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.117503982517   0.000000000000   
distribut	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.107556467389   0.000000000000   0.000000000000   0.000000000000   
document	|  0.095553529070   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
dollar  	|  0.000000000000   0.142909147931   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
doubtless	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
earth   	|  0.000000000000   0.000000000000   0.000000000000   0.125341578829   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
edit    	|  0.081229229478   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.106994637543   0.000000000000   0.000000000000   
editor  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.107556467389   0.000000000000   0.000000000000   0.000000000000   
elizabeth	|  0.095553529070   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
embodi  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.129154899699   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
english 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.107556467389   0.000000000000   0.000000000000   0.000000000000   
enter   	|  0.000000000000   0.000000000000   0.163851088328   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
enthusiasm	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.153665537573   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
entir   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.089120352560   
europ   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.215112934778   0.000000000000   0.000000000000   0.000000000000   
event   	|  0.095553529070   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
everi   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.129154899699   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
everyth 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.153665537573   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
evolut  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.107556467389   0.000000000000   0.000000000000   0.000000000000   
excit   	|  0.000000000000   0.000000000000   0.163851088328   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
execut  	|  0.000000000000   0.000000000000   0.163851088328   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
extric  	|  0.095553529070   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
fact    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.109793464333   0.000000000000   0.000000000000   0.000000000000   0.075760441709   
fail    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.129154899699   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
fairli  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.117503982517   0.000000000000   
famili  	|  0.095553529070   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
familiar	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.109793464333   0.000000000000   0.000000000000   0.000000000000   0.075760441709   
far     	|  0.000000000000   0.000000000000   0.000000000000   0.106551793208   0.000000000000   0.000000000000   0.091432823637   0.000000000000   0.000000000000   0.000000000000   
father  	|  0.081229229478   0.121485831918   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
fear    	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.107556467389   0.000000000000   0.000000000000   0.000000000000   
februari	|  0.095553529070   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
felix   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.125862516171   0.000000000000   0.000000000000   
fellow  	|  0.000000000000   0.000000000000   0.163851088328   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
figur   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.129154899699   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
finish  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.107556467389   0.000000000000   0.000000000000   0.000000000000   
follow  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.130629745817   0.000000000000   0.000000000000   0.000000000000   0.099889120301   0.000000000000   
forget  	|  0.000000000000   0.142909147931   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
forgotten	|  0.000000000000   0.142909147931   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
fought  	|  0.000000000000   0.000000000000   0.000000000000   0.125341578829   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
frankli 	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.117503982517   0.000000000000   
freedom 	|  0.000000000000   0.000000000000   0.000000000000   0.125341578829   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
gather  	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.153665537573   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
gave    	|  0.000000000000   0.000000000000   0.000000000000   0.106551793208   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.099889120301   0.000000000000   
gener   	|  0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.107556467389   0.000000000000   0.000000000000   0.000000000000   
georg   	|  0.095553529070   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   
